id,vector,name,price,description,clean_text
70518881,https://www.meesho.com/s/p/3w41he?utm_source=s,Elegant Feminine Women Shorts,327,Elegant Feminine Women Shorts Cotton,woman feminin short cotton eleg
59300132,https://www.meesho.com/s/p/38alyf?utm_source=s,Gorgeous Unique Women Shorts,163,Gorgeous Unique Women Shorts Cotton Blend,woman uniqu gorgeou short cotton blend
20648156,https://www.meesho.com/s/p/18fb7h?utm_source=s,Fancy Unique Women Shorts,291,Fancy Unique Women Shorts Cotton Blend,woman uniqu fanci short cotton blend
52428271,https://www.meesho.com/s/p/2un49o?utm_source=s,Elegant Glamarous Women Shorts,300,Elegant Glamarous Women Shorts Cotton,woman glamar short cotton eleg
2026368,https://www.meesho.com/s/p/6io3n?utm_source=s,Free Mask Fancy Fashionista Women Shorts,187,Free Mask Fancy Fashionista Women Shorts Lycra,mask woman free fanci short lycra fashionista
60123986,https://www.meesho.com/s/p/39xfdg?utm_source=s,Fashionable Trendy Women Shorts,153,Fashionable Trendy Women Shorts Cotton Linen / Cotton Blend,trendi woman linen fashion short cotton blend
43329446,https://www.meesho.com/s/p/2efeb9?utm_source=s,Fashionable Modern Women Shorts,142,Fashionable Modern Women Shorts ,modern fashion short woman
53588358,https://www.meesho.com/s/p/2wrryq?utm_source=s,Gorgeous Glamarous Women Shorts,162,Gorgeous Glamarous Women Shorts Cotton Blend,woman gorgeou glamar short cotton blend
2081154,https://www.meesho.com/s/p/6neou?utm_source=s,Designer Unique Women Shorts,181,Designer Unique Women Shorts Cotton Blend,woman uniqu design short cotton blend
79894253,https://www.meesho.com/s/p/4hlmjd?utm_source=s,Ravishing Fashionista Women Shorts,260,Ravishing Fashionista Women Shorts Denim,denim ravish woman short fashionista
33042786,https://www.meesho.com/s/p/1vnbar?utm_source=s,Designer Fabulous Men Trousers,298,Designer Fabulous Men Trousers Polycotton,trouser polycotton design fabul men
82076547,https://www.meesho.com/s/p/4mszri?utm_source=s,Designer Fabulous Men Trousers,529,Designer Fabulous Men Trousers Lycra,trouser men design fabul lycra
68338434,https://www.meesho.com/s/p/3rf1f0?utm_source=s,Gorgeous Glamarous Men Trousers,294,Gorgeous Glamarous Men Trousers Lycra,trouser gorgeou glamar lycra men
71103950,https://www.meesho.com/s/p/3xc12e?utm_source=s,Ravishing Latest Men Trousers,599,Ravishing Latest Men Trousers Lycra,trouser ravish latest lycra men
3003143,https://www.meesho.com/s/p/8z5l8?utm_source=s,Gorgeous Latest Men Trousers,1038,Gorgeous Latest Men Trousers Polyester,trouser latest gorgeou polyest men
74882992,https://www.meesho.com/s/p/45hylq?utm_source=s,Fashionable Fabulous Men Trousers,451,Fashionable Fabulous Men Trousers Cotton Blend,trouser fashion cotton blend fabul men
